id,game_date,home_team,road_team,city,state,league,sport
1874,08/09/2023,Cleveland Guardians,Toronto Blue Jays,Cleveland,Ohio,MLB,Baseball
1875,08/09/2023,New York Mets,Chicago Cubs,New York,New York,MLB,Baseball
1876,08/09/2023,Chicago White Sox,New York Yankees,Chicago,Illinois,MLB,Baseball
1877,08/09/2023,Los Angeles Angels,San Francisco Giants,Los Angeles,California,MLB,Baseball
1878,08/09/2023,Arizona Diamondbacks,Los Angeles Dodgers,Phoenix,Arizona,MLB,Baseball
1879,08/09/2023,Seattle Mariners,San Diego Padres,Seattle,Washington,MLB,Baseball
1880,08/10/2023,Baltimore Orioles,Houston Astros,Baltimore,Maryland,MLB,Baseball
1881,08/10/2023,Pittsburgh Pirates,Atlanta Braves,Pittsburgh,Pennsylvania,MLB,Baseball
1882,08/10/2023,Cleveland Guardians,Toronto Blue Jays,Cleveland,Ohio,MLB,Baseball
1883,08/10/2023,Detroit Tigers,Minnesota Twins,Detroit,Michigan,MLB,Baseball
1884,08/10/2023,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
1885,08/10/2023,Tampa Bay Rays,St. Louis Cardinals,Tampa,Florida,MLB,Baseball
1886,08/10/2023,Boston Red Sox,Kansas City Royals,Boston,Massachusetts,MLB,Baseball
1887,08/10/2023,Los Angeles Dodgers,Colorado Rockies,Los Angeles,California,MLB,Baseball
1888,08/11/2023,Miami Marlins,New York Yankees,Miami,Florida,MLB,Baseball
1889,08/11/2023,Tampa Bay Rays,Cleveland Guardians,Tampa,Florida,MLB,Baseball
1890,08/11/2023,Philadelphia Phillies,Minnesota Twins,Philadelphia,Pennsylvania,MLB,Baseball
1891,08/11/2023,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
1892,08/11/2023,Washington Nationals,Oakland Athletics,Washington D.C.,Washington D.C.,MLB,Baseball
1893,08/11/2023,Toronto Blue Jays,Chicago Cubs,Toronto,Ontario,MLB,Baseball
1894,08/11/2023,Boston Red Sox,Detroit Tigers,Boston,Massachusetts,MLB,Baseball
1895,08/11/2023,New York Mets,Atlanta Braves,New York,New York,MLB,Baseball
1896,08/11/2023,Chicago White Sox,Milwaukee Brewers,Chicago,Illinois,MLB,Baseball
1897,08/11/2023,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
1898,08/11/2023,Kansas City Royals,St. Louis Cardinals,Kansas City,Missouri,MLB,Baseball
1899,08/11/2023,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
1900,08/11/2023,Los Angeles Dodgers,Colorado Rockies,Los Angeles,California,MLB,Baseball
1901,08/11/2023,Seattle Mariners,Baltimore Orioles,Seattle,Washington,MLB,Baseball
1902,08/11/2023,San Francisco Giants,Texas Rangers,San Francisco,California,MLB,Baseball
1903,08/12/2023,New York Mets,Atlanta Braves,New York,New York,MLB,Baseball
1904,08/12/2023,Toronto Blue Jays,Chicago Cubs,Toronto,Ontario,MLB,Baseball
1905,08/12/2023,Boston Red Sox,Detroit Tigers,Boston,Massachusetts,MLB,Baseball
1906,08/12/2023,Miami Marlins,New York Yankees,Miami,Florida,MLB,Baseball
1907,08/12/2023,Tampa Bay Rays,Cleveland Guardians,Tampa,Florida,MLB,Baseball
1908,08/12/2023,Philadelphia Phillies,Minnesota Twins,Philadelphia,Pennsylvania,MLB,Baseball
1909,08/12/2023,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
1910,08/12/2023,Washington Nationals,Oakland Athletics,Washington D.C.,Washington D.C.,MLB,Baseball
1911,08/12/2023,Kansas City Royals,St. Louis Cardinals,Kansas City,Missouri,MLB,Baseball
1912,08/12/2023,Chicago White Sox,Milwaukee Brewers,Chicago,Illinois,MLB,Baseball
1913,08/12/2023,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
1914,08/12/2023,New York Mets,Atlanta Braves,New York,New York,MLB,Baseball
1915,08/12/2023,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
1916,08/12/2023,San Francisco Giants,Texas Rangers,San Francisco,California,MLB,Baseball
1917,08/12/2023,Los Angeles Dodgers,Colorado Rockies,Los Angeles,California,MLB,Baseball
1918,08/12/2023,Seattle Mariners,Baltimore Orioles,Seattle,Washington,MLB,Baseball
1919,08/13/2023,Boston Red Sox,Detroit Tigers,Boston,Massachusetts,MLB,Baseball
1920,08/13/2023,Philadelphia Phillies,Minnesota Twins,Philadelphia,Pennsylvania,MLB,Baseball
1921,08/13/2023,Pittsburgh Pirates,Cincinnati Reds,Pittsburgh,Pennsylvania,MLB,Baseball
1922,08/13/2023,Washington Nationals,Oakland Athletics,Washington D.C.,Washington D.C.,MLB,Baseball
1923,08/13/2023,Toronto Blue Jays,Chicago Cubs,Toronto,Ontario,MLB,Baseball
1924,08/13/2023,Miami Marlins,New York Yankees,Miami,Florida,MLB,Baseball
1925,08/13/2023,Tampa Bay Rays,Cleveland Guardians,Tampa,Florida,MLB,Baseball
1926,08/13/2023,Chicago White Sox,Milwaukee Brewers,Chicago,Illinois,MLB,Baseball
1927,08/13/2023,Houston Astros,Los Angeles Angels,Houston,Texas,MLB,Baseball
1928,08/13/2023,San Francisco Giants,Texas Rangers,San Francisco,California,MLB,Baseball
1929,08/13/2023,Arizona Diamondbacks,San Diego Padres,Phoenix,Arizona,MLB,Baseball
1930,08/13/2023,Los Angeles Dodgers,Colorado Rockies,Los Angeles,California,MLB,Baseball
1931,08/13/2023,Seattle Mariners,Baltimore Orioles,Seattle,Washington,MLB,Baseball
1932,08/13/2023,New York Mets,Atlanta Braves,New York,New York,MLB,Baseball
1933,08/14/2023,Miami Marlins,Houston Astros,Miami,Florida,MLB,Baseball
1934,08/14/2023,New York Mets,Pittsburgh Pirates,New York,New York,MLB,Baseball
1935,08/14/2023,Atlanta Braves,New York Yankees,Atlanta,Georgia,MLB,Baseball
1936,08/14/2023,St. Louis Cardinals,Oakland Athletics,St. Louis,Missouri,MLB,Baseball
1937,08/14/2023,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
1938,08/14/2023,Kansas City Royals,Seattle Mariners,Kansas City,Missouri,MLB,Baseball
1939,08/14/2023,Colorado Rockies,Arizona Diamondbacks,Denver,Colorado,MLB,Baseball
1940,08/14/2023,San Diego Padres,Baltimore Orioles,San Diego,California,MLB,Baseball
1941,08/14/2023,San Francisco Giants,Tampa Bay Rays,San Francisco,California,MLB,Baseball
1942,08/15/2023,Cincinnati Reds,Cleveland Guardians,Cincinnati,Ohio,MLB,Baseball
1943,08/15/2023,Miami Marlins,Houston Astros,Miami,Florida,MLB,Baseball
1944,08/15/2023,Washington Nationals,Boston Red Sox,Washington D.C.,Washington D.C.,MLB,Baseball
1945,08/15/2023,Toronto Blue Jays,Philadelphia Phillies,Toronto,Ontario,MLB,Baseball
1946,08/15/2023,New York Mets,Pittsburgh Pirates,New York,New York,MLB,Baseball
1947,08/15/2023,Atlanta Braves,New York Yankees,Atlanta,Georgia,MLB,Baseball
1948,08/15/2023,Minnesota Twins,Detroit Tigers,Minneapolis,Minnesota,MLB,Baseball
1949,08/15/2023,St. Louis Cardinals,Oakland Athletics,St. Louis,Missouri,MLB,Baseball
1950,08/15/2023,Chicago Cubs,Chicago White Sox,Chicago,Illinois,MLB,Baseball
1951,08/15/2023,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
1952,08/15/2023,Kansas City Royals,Seattle Mariners,Kansas City,Missouri,MLB,Baseball
1953,08/15/2023,Colorado Rockies,Arizona Diamondbacks,Denver,Colorado,MLB,Baseball
1954,08/15/2023,San Diego Padres,Baltimore Orioles,San Diego,California,MLB,Baseball
1955,08/15/2023,San Francisco Giants,Tampa Bay Rays,San Francisco,California,MLB,Baseball
1956,08/15/2023,Los Angeles Dodgers,Milwaukee Brewers,Los Angeles,California,MLB,Baseball
1957,08/16/2023,Minnesota Twins,Detroit Tigers,Minneapolis,Minnesota,MLB,Baseball
1958,08/16/2023,New York Mets,Pittsburgh Pirates,New York,New York,MLB,Baseball
1959,08/16/2023,Colorado Rockies,Arizona Diamondbacks,Denver,Colorado,MLB,Baseball
1960,08/16/2023,San Francisco Giants,Tampa Bay Rays,San Francisco,California,MLB,Baseball
1961,08/16/2023,Cincinnati Reds,Cleveland Guardians,Cincinnati,Ohio,MLB,Baseball
1962,08/16/2023,Miami Marlins,Houston Astros,Miami,Florida,MLB,Baseball
1963,08/16/2023,St. Louis Cardinals,Oakland Athletics,St. Louis,Missouri,MLB,Baseball
1964,08/16/2023,Washington Nationals,Boston Red Sox,Washington D.C.,Washington D.C.,MLB,Baseball
1965,08/16/2023,Toronto Blue Jays,Philadelphia Phillies,Toronto,Ontario,MLB,Baseball
1966,08/16/2023,Atlanta Braves,New York Yankees,Atlanta,Georgia,MLB,Baseball
1967,08/16/2023,Chicago Cubs,Chicago White Sox,Chicago,Illinois,MLB,Baseball
1968,08/16/2023,Texas Rangers,Los Angeles Angels,Arlington,Texas,MLB,Baseball
1969,08/16/2023,Kansas City Royals,Seattle Mariners,Kansas City,Missouri,MLB,Baseball
1970,08/16/2023,San Diego Padres,Baltimore Orioles,San Diego,California,MLB,Baseball
1971,08/16/2023,Los Angeles Dodgers,Milwaukee Brewers,Los Angeles,California,MLB,Baseball
1972,08/17/2023,Kansas City Royals,Seattle Mariners,Kansas City,Missouri,MLB,Baseball
1973,08/17/2023,Washington Nationals,Boston Red Sox,Washington D.C.,Washington D.C.,MLB,Baseball
1974,08/17/2023,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
1975,08/17/2023,St. Louis Cardinals,New York Mets,St. Louis,Missouri,MLB,Baseball
1976,08/17/2023,San Diego Padres,Arizona Diamondbacks,San Diego,California,MLB,Baseball
1977,08/17/2023,Los Angeles Dodgers,Milwaukee Brewers,Los Angeles,California,MLB,Baseball
1978,08/18/2023,Chicago Cubs,Kansas City Royals,Chicago,Illinois,MLB,Baseball
1979,08/18/2023,Cincinnati Reds,Toronto Blue Jays,Cincinnati,Ohio,MLB,Baseball
1980,08/18/2023,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
1981,08/18/2023,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
1982,08/18/2023,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
1983,08/18/2023,Atlanta Braves,San Francisco Giants,Atlanta,Georgia,MLB,Baseball
1984,08/18/2023,Texas Rangers,Milwaukee Brewers,Arlington,Texas,MLB,Baseball
1985,08/18/2023,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
1986,08/18/2023,Minnesota Twins,Pittsburgh Pirates,Minneapolis,Minnesota,MLB,Baseball
1987,08/18/2023,St. Louis Cardinals,New York Mets,St. Louis,Missouri,MLB,Baseball
1988,08/18/2023,Colorado Rockies,Chicago White Sox,Denver,Colorado,MLB,Baseball
1989,08/18/2023,Los Angeles Angels,Tampa Bay Rays,Los Angeles,California,MLB,Baseball
1990,08/18/2023,Oakland Athletics,Baltimore Orioles,Oakland,California,MLB,Baseball
1991,08/18/2023,San Diego Padres,Arizona Diamondbacks,San Diego,California,MLB,Baseball
1992,08/18/2023,Los Angeles Dodgers,Miami Marlins,Los Angeles,California,MLB,Baseball
1993,08/19/2023,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
1994,08/19/2023,Chicago Cubs,Kansas City Royals,Chicago,Illinois,MLB,Baseball
1995,08/19/2023,Texas Rangers,Milwaukee Brewers,Arlington,Texas,MLB,Baseball
1996,08/19/2023,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
1997,08/19/2023,Cincinnati Reds,Toronto Blue Jays,Cincinnati,Ohio,MLB,Baseball
1998,08/19/2023,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
1999,08/19/2023,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
2000,08/19/2023,Minnesota Twins,Pittsburgh Pirates,Minneapolis,Minnesota,MLB,Baseball
2001,08/19/2023,St. Louis Cardinals,New York Mets,St. Louis,Missouri,MLB,Baseball
2002,08/19/2023,Atlanta Braves,San Francisco Giants,Atlanta,Georgia,MLB,Baseball
2003,08/19/2023,Colorado Rockies,Chicago White Sox,Denver,Colorado,MLB,Baseball
2004,08/19/2023,San Diego Padres,Arizona Diamondbacks,San Diego,California,MLB,Baseball
2005,08/19/2023,Los Angeles Angels,Tampa Bay Rays,Los Angeles,California,MLB,Baseball
2006,08/19/2023,Oakland Athletics,Baltimore Orioles,Oakland,California,MLB,Baseball
2007,08/19/2023,Los Angeles Dodgers,Miami Marlins,Los Angeles,California,MLB,Baseball
2008,08/20/2023,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
2009,08/20/2023,Atlanta Braves,San Francisco Giants,Atlanta,Georgia,MLB,Baseball
2010,08/20/2023,New York Yankees,Boston Red Sox,New York,New York,MLB,Baseball
2011,08/20/2023,Cincinnati Reds,Toronto Blue Jays,Cincinnati,Ohio,MLB,Baseball
2012,08/20/2023,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
2013,08/20/2023,Minnesota Twins,Pittsburgh Pirates,Minneapolis,Minnesota,MLB,Baseball
2014,08/20/2023,St. Louis Cardinals,New York Mets,St. Louis,Missouri,MLB,Baseball
2015,08/20/2023,Chicago Cubs,Kansas City Royals,Chicago,Illinois,MLB,Baseball
2016,08/20/2023,Texas Rangers,Milwaukee Brewers,Arlington,Texas,MLB,Baseball
2017,08/20/2023,Colorado Rockies,Chicago White Sox,Denver,Colorado,MLB,Baseball
2018,08/20/2023,Los Angeles Angels,Tampa Bay Rays,Los Angeles,California,MLB,Baseball
2019,08/20/2023,Oakland Athletics,Baltimore Orioles,Oakland,California,MLB,Baseball
2020,08/20/2023,Los Angeles Dodgers,Miami Marlins,Los Angeles,California,MLB,Baseball
2021,08/20/2023,San Diego Padres,Arizona Diamondbacks,San Diego,California,MLB,Baseball
2022,08/20/2023,Washington Nationals,Philadelphia Phillies,Washington D.C.,Washington D.C.,MLB,Baseball
2023,08/21/2023,Detroit Tigers,Chicago Cubs,Detroit,Michigan,MLB,Baseball
2024,08/21/2023,Philadelphia Phillies,San Francisco Giants,Philadelphia,Pennsylvania,MLB,Baseball
2025,08/21/2023,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
2026,08/21/2023,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
2027,08/21/2023,Chicago White Sox,Seattle Mariners,Chicago,Illinois,MLB,Baseball
2028,08/21/2023,Houston Astros,Boston Red Sox,Houston,Texas,MLB,Baseball
2029,08/21/2023,Los Angeles Angels,Cincinnati Reds,Los Angeles,California,MLB,Baseball
2030,08/21/2023,Arizona Diamondbacks,Texas Rangers,Phoenix,Arizona,MLB,Baseball
2031,08/21/2023,Oakland Athletics,Kansas City Royals,Oakland,California,MLB,Baseball
2032,08/21/2023,San Diego Padres,Miami Marlins,San Diego,California,MLB,Baseball
2033,08/22/2023,Detroit Tigers,Chicago Cubs,Detroit,Michigan,MLB,Baseball
2034,08/22/2023,Philadelphia Phillies,San Francisco Giants,Philadelphia,Pennsylvania,MLB,Baseball
2035,08/22/2023,Tampa Bay Rays,Colorado Rockies,Tampa,Florida,MLB,Baseball
2036,08/22/2023,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
2037,08/22/2023,New York Yankees,Washington Nationals,New York,New York,MLB,Baseball
2038,08/22/2023,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
2039,08/22/2023,Cleveland Guardians,Los Angeles Dodgers,Cleveland,Ohio,MLB,Baseball
2040,08/22/2023,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
2041,08/22/2023,Chicago White Sox,Seattle Mariners,Chicago,Illinois,MLB,Baseball
2042,08/22/2023,Houston Astros,Boston Red Sox,Houston,Texas,MLB,Baseball
2043,08/22/2023,Milwaukee Brewers,Minnesota Twins,Milwaukee,Wisconsin,MLB,Baseball
2044,08/22/2023,Los Angeles Angels,Cincinnati Reds,Los Angeles,California,MLB,Baseball
2045,08/22/2023,Arizona Diamondbacks,Texas Rangers,Phoenix,Arizona,MLB,Baseball
2046,08/22/2023,Oakland Athletics,Kansas City Royals,Oakland,California,MLB,Baseball
2047,08/22/2023,San Diego Padres,Miami Marlins,San Diego,California,MLB,Baseball
2048,08/23/2023,Pittsburgh Pirates,St. Louis Cardinals,Pittsburgh,Pennsylvania,MLB,Baseball
2049,08/23/2023,Detroit Tigers,Chicago Cubs,Detroit,Michigan,MLB,Baseball
2050,08/23/2023,Chicago White Sox,Seattle Mariners,Chicago,Illinois,MLB,Baseball
2051,08/23/2023,Milwaukee Brewers,Minnesota Twins,Milwaukee,Wisconsin,MLB,Baseball
2052,08/23/2023,Oakland Athletics,Kansas City Royals,Oakland,California,MLB,Baseball
2053,08/23/2023,Philadelphia Phillies,San Francisco Giants,Philadelphia,Pennsylvania,MLB,Baseball
2054,08/23/2023,Los Angeles Angels,Cincinnati Reds,Los Angeles,California,MLB,Baseball
2055,08/23/2023,San Diego Padres,Miami Marlins,San Diego,California,MLB,Baseball
2056,08/23/2023,Tampa Bay Rays,Colorado Rockies,Tampa,Florida,MLB,Baseball
2057,08/23/2023,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
2058,08/23/2023,New York Yankees,Washington Nationals,New York,New York,MLB,Baseball
2059,08/23/2023,Cleveland Guardians,Los Angeles Dodgers,Cleveland,Ohio,MLB,Baseball
2060,08/23/2023,Atlanta Braves,New York Mets,Atlanta,Georgia,MLB,Baseball
2061,08/23/2023,Houston Astros,Boston Red Sox,Houston,Texas,MLB,Baseball
2062,08/24/2023,New York Yankees,Washington Nationals,New York,New York,MLB,Baseball
2063,08/24/2023,Cleveland Guardians,Los Angeles Dodgers,Cleveland,Ohio,MLB,Baseball
2064,08/24/2023,Tampa Bay Rays,Colorado Rockies,Tampa,Florida,MLB,Baseball
2065,08/24/2023,Houston Astros,Boston Red Sox,Houston,Texas,MLB,Baseball
2066,08/24/2023,Baltimore Orioles,Toronto Blue Jays,Baltimore,Maryland,MLB,Baseball
2067,08/24/2023,Pittsburgh Pirates,Chicago Cubs,Pittsburgh,Pennsylvania,MLB,Baseball
2068,08/24/2023,Minnesota Twins,Texas Rangers,Minneapolis,Minnesota,MLB,Baseball
2069,08/24/2023,Chicago White Sox,Oakland Athletics,Chicago,Illinois,MLB,Baseball
2070,08/24/2023,Arizona Diamondbacks,Cincinnati Reds,Phoenix,Arizona,MLB,Baseball
2071,08/25/2023,Detroit Tigers,Houston Astros,Detroit,Michigan,MLB,Baseball
2072,08/25/2023,Miami Marlins,Washington Nationals,Miami,Florida,MLB,Baseball
2073,08/25/2023,Tampa Bay Rays,New York Yankees,Tampa,Florida,MLB,Baseball
2074,08/25/2023,Baltimore Orioles,Colorado Rockies,Baltimore,Maryland,MLB,Baseball
2075,08/25/2023,Philadelphia Phillies,St. Louis Cardinals,Philadelphia,Pennsylvania,MLB,Baseball
2076,08/25/2023,Pittsburgh Pirates,Chicago Cubs,Pittsburgh,Pennsylvania,MLB,Baseball
2077,08/25/2023,Toronto Blue Jays,Cleveland Guardians,Toronto,Ontario,MLB,Baseball
2078,08/25/2023,Boston Red Sox,Los Angeles Dodgers,Boston,Massachusetts,MLB,Baseball
2079,08/25/2023,Chicago White Sox,Oakland Athletics,Chicago,Illinois,MLB,Baseball
2080,08/25/2023,New York Mets,Los Angeles Angels,New York,New York,MLB,Baseball
2081,08/25/2023,Milwaukee Brewers,San Diego Padres,Milwaukee,Wisconsin,MLB,Baseball
2082,08/25/2023,Minnesota Twins,Texas Rangers,Minneapolis,Minnesota,MLB,Baseball
2083,08/25/2023,Arizona Diamondbacks,Cincinnati Reds,Phoenix,Arizona,MLB,Baseball
2084,08/25/2023,Seattle Mariners,Kansas City Royals,Seattle,Washington,MLB,Baseball
2085,08/25/2023,San Francisco Giants,Atlanta Braves,San Francisco,California,MLB,Baseball
2086,08/26/2023,Toronto Blue Jays,Cleveland Guardians,Toronto,Ontario,MLB,Baseball
2087,08/26/2023,San Francisco Giants,Atlanta Braves,San Francisco,California,MLB,Baseball
2088,08/26/2023,Boston Red Sox,Los Angeles Dodgers,Boston,Massachusetts,MLB,Baseball
2089,08/26/2023,Miami Marlins,Washington Nationals,Miami,Florida,MLB,Baseball
2090,08/26/2023,Seattle Mariners,Kansas City Royals,Seattle,Washington,MLB,Baseball
2091,08/26/2023,Tampa Bay Rays,New York Yankees,Tampa,Florida,MLB,Baseball
2092,08/26/2023,Detroit Tigers,Houston Astros,Detroit,Michigan,MLB,Baseball
2093,08/26/2023,Baltimore Orioles,Colorado Rockies,Baltimore,Maryland,MLB,Baseball
2094,08/26/2023,Chicago White Sox,Oakland Athletics,Chicago,Illinois,MLB,Baseball
2095,08/26/2023,Milwaukee Brewers,San Diego Padres,Milwaukee,Wisconsin,MLB,Baseball
2096,08/26/2023,New York Mets,Los Angeles Angels,New York,New York,MLB,Baseball
2097,08/26/2023,Minnesota Twins,Texas Rangers,Minneapolis,Minnesota,MLB,Baseball
2098,08/26/2023,Philadelphia Phillies,St. Louis Cardinals,Philadelphia,Pennsylvania,MLB,Baseball
2099,08/26/2023,Pittsburgh Pirates,Chicago Cubs,Pittsburgh,Pennsylvania,MLB,Baseball
2100,08/26/2023,Arizona Diamondbacks,Cincinnati Reds,Phoenix,Arizona,MLB,Baseball
2101,08/27/2023,New York Mets,Los Angeles Angels,New York,New York,MLB,Baseball
2102,08/27/2023,Baltimore Orioles,Colorado Rockies,Baltimore,Maryland,MLB,Baseball
2103,08/27/2023,Boston Red Sox,Los Angeles Dodgers,Boston,Massachusetts,MLB,Baseball
2104,08/27/2023,Philadelphia Phillies,St. Louis Cardinals,Philadelphia,Pennsylvania,MLB,Baseball
2105,08/27/2023,Pittsburgh Pirates,Chicago Cubs,Pittsburgh,Pennsylvania,MLB,Baseball
2106,08/27/2023,Toronto Blue Jays,Cleveland Guardians,Toronto,Ontario,MLB,Baseball
2107,08/27/2023,Detroit Tigers,Houston Astros,Detroit,Michigan,MLB,Baseball
2108,08/27/2023,Miami Marlins,Washington Nationals,Miami,Florida,MLB,Baseball
2109,08/27/2023,Tampa Bay Rays,New York Yankees,Tampa,Florida,MLB,Baseball
2110,08/27/2023,Chicago White Sox,Oakland Athletics,Chicago,Illinois,MLB,Baseball
2111,08/27/2023,Milwaukee Brewers,San Diego Padres,Milwaukee,Wisconsin,MLB,Baseball
2112,08/27/2023,Minnesota Twins,Texas Rangers,Minneapolis,Minnesota,MLB,Baseball
2113,08/27/2023,San Francisco Giants,Atlanta Braves,San Francisco,California,MLB,Baseball
2114,08/27/2023,Arizona Diamondbacks,Cincinnati Reds,Phoenix,Arizona,MLB,Baseball
2115,08/27/2023,Seattle Mariners,Kansas City Royals,Seattle,Washington,MLB,Baseball
2116,08/28/2023,Detroit Tigers,New York Yankees,Detroit,Michigan,MLB,Baseball
2117,08/28/2023,Philadelphia Phillies,Los Angeles Angels,Philadelphia,Pennsylvania,MLB,Baseball
2118,08/28/2023,Baltimore Orioles,Chicago White Sox,Baltimore,Maryland,MLB,Baseball
2119,08/28/2023,Toronto Blue Jays,Washington Nationals,Toronto,Ontario,MLB,Baseball
