id,game_date,home_team,road_team,city,state,league,sport
637,2023-05-05,Philadelphia Phillies,Boston Red Sox,Philadelphia,Pennsylvania,MLB,Baseball
638,2023-05-05,Pittsburgh Pirates,Toronto Blue Jays,Pittsburgh,Pennsylvania,MLB,Baseball
639,2023-05-05,San Diego Padres,Los Angeles Dodgers,San Diego,California,MLB,Baseball
640,2023-05-05,Seattle Mariners,Houston Astros,Seattle,Washington,MLB,Baseball
641,2023-05-05,San Francisco Giants,Milwaukee Brewers,San Francisco,California,MLB,Baseball
642,2023-05-05,St. Louis Cardinals,Detroit Tigers,St. Louis,Missouri,MLB,Baseball
643,2023-05-05,Tampa Bay Rays,New York Yankees,Tampa,Florida,MLB,Baseball
644,2023-05-06,Los Angeles Angels,Texas Rangers,Los Angeles,California,MLB,Baseball
645,2023-05-06,Arizona Diamondbacks,Washington Nationals,Phoenix,Arizona,MLB,Baseball
646,2023-05-06,Atlanta Braves,Baltimore Orioles,Atlanta,Georgia,MLB,Baseball
647,2023-05-06,Chicago Cubs,Miami Marlins,Chicago,Illinois,MLB,Baseball
648,2023-05-06,Cincinnati Reds,Chicago White Sox,Cincinnati,Ohio,MLB,Baseball
649,2023-05-06,Cleveland Guardians,Minnesota Twins,Cleveland,Ohio,MLB,Baseball
650,2023-05-06,Kansas City Royals,Oakland Athletics,Kansas City,Missouri,MLB,Baseball
651,2023-05-06,New York Mets,Colorado Rockies,New York,New York,MLB,Baseball
652,2023-05-06,Philadelphia Phillies,Boston Red Sox,Philadelphia,Pennsylvania,MLB,Baseball
653,2023-05-06,Pittsburgh Pirates,Toronto Blue Jays,Pittsburgh,Pennsylvania,MLB,Baseball
654,2023-05-06,San Diego Padres,Los Angeles Dodgers,San Diego,California,MLB,Baseball
655,2023-05-06,Seattle Mariners,Houston Astros,Seattle,Washington,MLB,Baseball
656,2023-05-06,San Francisco Giants,Milwaukee Brewers,San Francisco,California,MLB,Baseball
657,2023-05-06,St. Louis Cardinals,Detroit Tigers,St. Louis,Missouri,MLB,Baseball
658,2023-05-06,Tampa Bay Rays,New York Yankees,Tampa,Florida,MLB,Baseball
659,2023-05-07,Los Angeles Angels,Texas Rangers,Los Angeles,California,MLB,Baseball
660,2023-05-07,Arizona Diamondbacks,Washington Nationals,Phoenix,Arizona,MLB,Baseball
661,2023-05-07,Atlanta Braves,Baltimore Orioles,Atlanta,Georgia,MLB,Baseball
662,2023-05-07,Chicago Cubs,Miami Marlins,Chicago,Illinois,MLB,Baseball
663,2023-05-07,Cincinnati Reds,Chicago White Sox,Cincinnati,Ohio,MLB,Baseball
664,2023-05-07,Cleveland Guardians,Minnesota Twins,Cleveland,Ohio,MLB,Baseball
665,2023-05-07,Kansas City Royals,Oakland Athletics,Kansas City,Missouri,MLB,Baseball
666,2023-05-07,New York Mets,Colorado Rockies,New York,New York,MLB,Baseball
667,2023-05-07,Philadelphia Phillies,Boston Red Sox,Philadelphia,Pennsylvania,MLB,Baseball
668,2023-05-07,Pittsburgh Pirates,Toronto Blue Jays,Pittsburgh,Pennsylvania,MLB,Baseball
669,2023-05-07,San Diego Padres,Los Angeles Dodgers,San Diego,California,MLB,Baseball
670,2023-05-07,Seattle Mariners,Houston Astros,Seattle,Washington,MLB,Baseball
671,2023-05-07,San Francisco Giants,Milwaukee Brewers,San Francisco,California,MLB,Baseball
672,2023-05-07,St. Louis Cardinals,Detroit Tigers,St. Louis,Missouri,MLB,Baseball
673,2023-05-07,Tampa Bay Rays,New York Yankees,Tampa,Florida,MLB,Baseball
674,2023-05-08,Los Angeles Angels,Houston Astros,Los Angeles,California,MLB,Baseball
675,2023-05-08,Arizona Diamondbacks,Miami Marlins,Phoenix,Arizona,MLB,Baseball
676,2023-05-08,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
677,2023-05-08,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
678,2023-05-08,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
679,2023-05-08,Kansas City Royals,Chicago White Sox,Kansas City,Missouri,MLB,Baseball
680,2023-05-08,Milwaukee Brewers,Los Angeles Dodgers,Milwaukee,Wisconsin,MLB,Baseball
681,2023-05-08,New York Yankees,Oakland Athletics,New York,New York,MLB,Baseball
682,2023-05-08,Pittsburgh Pirates,Colorado Rockies,Pittsburgh,Pennsylvania,MLB,Baseball
683,2023-05-08,Seattle Mariners,Texas Rangers,Seattle,Washington,MLB,Baseball
684,2023-05-08,San Francisco Giants,Washington Nationals,San Francisco,California,MLB,Baseball
685,2023-05-09,Los Angeles Angels,Houston Astros,Los Angeles,California,MLB,Baseball
686,2023-05-09,Arizona Diamondbacks,Miami Marlins,Phoenix,Arizona,MLB,Baseball
687,2023-05-09,Atlanta Braves,Boston Red Sox,Atlanta,Georgia,MLB,Baseball
688,2023-05-09,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
689,2023-05-09,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
690,2023-05-09,Cincinnati Reds,New York Mets,Cincinnati,Ohio,MLB,Baseball
691,2023-05-09,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
692,2023-05-09,Kansas City Royals,Chicago White Sox,Kansas City,Missouri,MLB,Baseball
693,2023-05-09,Milwaukee Brewers,Los Angeles Dodgers,Milwaukee,Wisconsin,MLB,Baseball
694,2023-05-09,Minnesota Twins,San Diego Padres,Minneapolis,Minnesota,MLB,Baseball
695,2023-05-09,New York Yankees,Oakland Athletics,New York,New York,MLB,Baseball
696,2023-05-09,Philadelphia Phillies,Toronto Blue Jays,Philadelphia,Pennsylvania,MLB,Baseball
697,2023-05-09,Pittsburgh Pirates,Colorado Rockies,Pittsburgh,Pennsylvania,MLB,Baseball
698,2023-05-09,Seattle Mariners,Texas Rangers,Seattle,Washington,MLB,Baseball
699,2023-05-09,San Francisco Giants,Washington Nationals,San Francisco,California,MLB,Baseball
700,2023-05-10,Los Angeles Angels,Houston Astros,Los Angeles,California,MLB,Baseball
701,2023-05-10,Arizona Diamondbacks,Miami Marlins,Phoenix,Arizona,MLB,Baseball
702,2023-05-10,Atlanta Braves,Boston Red Sox,Atlanta,Georgia,MLB,Baseball
703,2023-05-10,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
704,2023-05-10,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
705,2023-05-10,Cincinnati Reds,New York Mets,Cincinnati,Ohio,MLB,Baseball
706,2023-05-10,Cleveland Guardians,Detroit Tigers,Cleveland,Ohio,MLB,Baseball
707,2023-05-10,Kansas City Royals,Chicago White Sox,Kansas City,Missouri,MLB,Baseball
708,2023-05-10,Milwaukee Brewers,Los Angeles Dodgers,Milwaukee,Wisconsin,MLB,Baseball
709,2023-05-10,Minnesota Twins,San Diego Padres,Minneapolis,Minnesota,MLB,Baseball
710,2023-05-10,New York Yankees,Oakland Athletics,New York,New York,MLB,Baseball
711,2023-05-10,Philadelphia Phillies,Toronto Blue Jays,Philadelphia,Pennsylvania,MLB,Baseball
712,2023-05-10,Pittsburgh Pirates,Colorado Rockies,Pittsburgh,Pennsylvania,MLB,Baseball
713,2023-05-10,Seattle Mariners,Texas Rangers,Seattle,Washington,MLB,Baseball
714,2023-05-10,San Francisco Giants,Washington Nationals,San Francisco,California,MLB,Baseball
715,2023-05-11,Arizona Diamondbacks,San Francisco Giants,Phoenix,Arizona,MLB,Baseball
716,2023-05-11,Cincinnati Reds,New York Mets,Cincinnati,Ohio,MLB,Baseball
717,2023-05-11,Kansas City Royals,Chicago White Sox,Kansas City,Missouri,MLB,Baseball
718,2023-05-11,Minnesota Twins,San Diego Padres,Minneapolis,Minnesota,MLB,Baseball
719,2023-05-11,New York Yankees,Tampa Bay Rays,New York,New York,MLB,Baseball
720,2023-05-11,Oakland Athletics,Texas Rangers,Oakland,California,MLB,Baseball
721,2023-05-12,Arizona Diamondbacks,San Francisco Giants,Phoenix,Arizona,MLB,Baseball
722,2023-05-12,Baltimore Orioles,Pittsburgh Pirates,Baltimore,Maryland,MLB,Baseball
723,2023-05-12,Boston Red Sox,St. Louis Cardinals,Boston,Massachusetts,MLB,Baseball
724,2023-05-12,Chicago White Sox,Houston Astros,Chicago,Illinois,MLB,Baseball
725,2023-05-12,Cleveland Guardians,Los Angeles Angels,Cleveland,Ohio,MLB,Baseball
726,2023-05-12,Colorado Rockies,Philadelphia Phillies,Denver,Colorado,MLB,Baseball
727,2023-05-12,Detroit Tigers,Seattle Mariners,Detroit,Michigan,MLB,Baseball
728,2023-05-12,Los Angeles Dodgers,San Diego Padres,Los Angeles,California,MLB,Baseball
729,2023-05-12,Miami Marlins,Cincinnati Reds,Miami,Florida,MLB,Baseball
730,2023-05-12,Milwaukee Brewers,Kansas City Royals,Milwaukee,Wisconsin,MLB,Baseball
731,2023-05-12,Minnesota Twins,Chicago Cubs,Minneapolis,Minnesota,MLB,Baseball
732,2023-05-12,New York Yankees,Tampa Bay Rays,New York,New York,MLB,Baseball
733,2023-05-12,Oakland Athletics,Texas Rangers,Oakland,California,MLB,Baseball
734,2023-05-12,Toronto Blue Jays,Atlanta Braves,Toronto,Ontario,MLB,Baseball
735,2023-05-12,Washington Nationals,New York Mets,Washington D.C.,Washington D.C.,MLB,Baseball
736,2023-05-13,Arizona Diamondbacks,San Francisco Giants,Phoenix,Arizona,MLB,Baseball
737,2023-05-13,Baltimore Orioles,Pittsburgh Pirates,Baltimore,Maryland,MLB,Baseball
738,2023-05-13,Boston Red Sox,St. Louis Cardinals,Boston,Massachusetts,MLB,Baseball
739,2023-05-13,Chicago White Sox,Houston Astros,Chicago,Illinois,MLB,Baseball
740,2023-05-13,Cleveland Guardians,Los Angeles Angels,Cleveland,Ohio,MLB,Baseball
741,2023-05-13,Colorado Rockies,Philadelphia Phillies,Denver,Colorado,MLB,Baseball
742,2023-05-13,Detroit Tigers,Seattle Mariners,Detroit,Michigan,MLB,Baseball
743,2023-05-13,Los Angeles Dodgers,San Diego Padres,Los Angeles,California,MLB,Baseball
744,2023-05-13,Miami Marlins,Cincinnati Reds,Miami,Florida,MLB,Baseball
745,2023-05-13,Milwaukee Brewers,Kansas City Royals,Milwaukee,Wisconsin,MLB,Baseball
746,2023-05-13,Minnesota Twins,Chicago Cubs,Minneapolis,Minnesota,MLB,Baseball
747,2023-05-13,New York Yankees,Tampa Bay Rays,New York,New York,MLB,Baseball
748,2023-05-13,Oakland Athletics,Texas Rangers,Oakland,California,MLB,Baseball
749,2023-05-13,Toronto Blue Jays,Atlanta Braves,Toronto,Ontario,MLB,Baseball
750,2023-05-13,Washington Nationals,New York Mets,Washington D.C.,Washington D.C.,MLB,Baseball
751,2023-05-14,Arizona Diamondbacks,San Francisco Giants,Phoenix,Arizona,MLB,Baseball
752,2023-05-14,Baltimore Orioles,Pittsburgh Pirates,Baltimore,Maryland,MLB,Baseball
753,2023-05-14,Boston Red Sox,St. Louis Cardinals,Boston,Massachusetts,MLB,Baseball
754,2023-05-14,Chicago White Sox,Houston Astros,Chicago,Illinois,MLB,Baseball
755,2023-05-14,Cleveland Guardians,Los Angeles Angels,Cleveland,Ohio,MLB,Baseball
756,2023-05-14,Colorado Rockies,Philadelphia Phillies,Denver,Colorado,MLB,Baseball
757,2023-05-14,Detroit Tigers,Seattle Mariners,Detroit,Michigan,MLB,Baseball
758,2023-05-14,Los Angeles Dodgers,San Diego Padres,Los Angeles,California,MLB,Baseball
759,2023-05-14,Miami Marlins,Cincinnati Reds,Miami,Florida,MLB,Baseball
760,2023-05-14,Milwaukee Brewers,Kansas City Royals,Milwaukee,Wisconsin,MLB,Baseball
761,2023-05-14,Minnesota Twins,Chicago Cubs,Minneapolis,Minnesota,MLB,Baseball
762,2023-05-14,New York Yankees,Tampa Bay Rays,New York,New York,MLB,Baseball
763,2023-05-14,Oakland Athletics,Texas Rangers,Oakland,California,MLB,Baseball
764,2023-05-14,Toronto Blue Jays,Atlanta Braves,Toronto,Ontario,MLB,Baseball
765,2023-05-14,Washington Nationals,New York Mets,Washington D.C.,Washington D.C.,MLB,Baseball
766,2023-05-15,Baltimore Orioles,Los Angeles Angels,Baltimore,Maryland,MLB,Baseball
767,2023-05-15,Boston Red Sox,Seattle Mariners,Boston,Massachusetts,MLB,Baseball
768,2023-05-15,Colorado Rockies,Cincinnati Reds,Denver,Colorado,MLB,Baseball
769,2023-05-15,Houston Astros,Chicago Cubs,Houston,Texas,MLB,Baseball
770,2023-05-15,Los Angeles Dodgers,Minnesota Twins,Los Angeles,California,MLB,Baseball
771,2023-05-15,Oakland Athletics,Arizona Diamondbacks,Oakland,California,MLB,Baseball
772,2023-05-15,San Diego Padres,Kansas City Royals,San Diego,California,MLB,Baseball
773,2023-05-15,San Francisco Giants,Philadelphia Phillies,San Francisco,California,MLB,Baseball
774,2023-05-15,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
775,2023-05-15,Texas Rangers,Atlanta Braves,Arlington,Texas,MLB,Baseball
776,2023-05-15,Toronto Blue Jays,New York Yankees,Toronto,Ontario,MLB,Baseball
777,2023-05-15,Washington Nationals,New York Mets,Washington D.C.,Washington D.C.,MLB,Baseball
778,2023-05-16,Baltimore Orioles,Los Angeles Angels,Baltimore,Maryland,MLB,Baseball
779,2023-05-16,Boston Red Sox,Seattle Mariners,Boston,Massachusetts,MLB,Baseball
780,2023-05-16,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
781,2023-05-16,Colorado Rockies,Cincinnati Reds,Denver,Colorado,MLB,Baseball
782,2023-05-16,Detroit Tigers,Pittsburgh Pirates,Detroit,Michigan,MLB,Baseball
783,2023-05-16,Houston Astros,Chicago Cubs,Houston,Texas,MLB,Baseball
784,2023-05-16,Los Angeles Dodgers,Minnesota Twins,Los Angeles,California,MLB,Baseball
785,2023-05-16,Miami Marlins,Washington Nationals,Miami,Florida,MLB,Baseball
786,2023-05-16,New York Mets,Tampa Bay Rays,New York,New York,MLB,Baseball
787,2023-05-16,Oakland Athletics,Arizona Diamondbacks,Oakland,California,MLB,Baseball
788,2023-05-16,San Diego Padres,Kansas City Royals,San Diego,California,MLB,Baseball
789,2023-05-16,San Francisco Giants,Philadelphia Phillies,San Francisco,California,MLB,Baseball
790,2023-05-16,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
791,2023-05-16,Texas Rangers,Atlanta Braves,Arlington,Texas,MLB,Baseball
792,2023-05-16,Toronto Blue Jays,New York Yankees,Toronto,Ontario,MLB,Baseball
793,2023-05-17,Baltimore Orioles,Los Angeles Angels,Baltimore,Maryland,MLB,Baseball
794,2023-05-17,Boston Red Sox,Seattle Mariners,Boston,Massachusetts,MLB,Baseball
795,2023-05-17,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
796,2023-05-17,Colorado Rockies,Cincinnati Reds,Denver,Colorado,MLB,Baseball
797,2023-05-17,Detroit Tigers,Pittsburgh Pirates,Detroit,Michigan,MLB,Baseball
798,2023-05-17,Houston Astros,Chicago Cubs,Houston,Texas,MLB,Baseball
799,2023-05-17,Los Angeles Dodgers,Minnesota Twins,Los Angeles,California,MLB,Baseball
800,2023-05-17,Miami Marlins,Washington Nationals,Miami,Florida,MLB,Baseball
801,2023-05-17,New York Mets,Tampa Bay Rays,New York,New York,MLB,Baseball
802,2023-05-17,Oakland Athletics,Arizona Diamondbacks,Oakland,California,MLB,Baseball
803,2023-05-17,San Diego Padres,Kansas City Royals,San Diego,California,MLB,Baseball
804,2023-05-17,San Francisco Giants,Philadelphia Phillies,San Francisco,California,MLB,Baseball
805,2023-05-17,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
806,2023-05-17,Texas Rangers,Atlanta Braves,Arlington,Texas,MLB,Baseball
807,2023-05-17,Toronto Blue Jays,New York Yankees,Toronto,Ontario,MLB,Baseball
808,2023-05-18,Baltimore Orioles,Los Angeles Angels,Baltimore,Maryland,MLB,Baseball
809,2023-05-18,Chicago White Sox,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
810,2023-05-18,Miami Marlins,Washington Nationals,Miami,Florida,MLB,Baseball
811,2023-05-18,New York Mets,Tampa Bay Rays,New York,New York,MLB,Baseball
812,2023-05-18,St. Louis Cardinals,Los Angeles Dodgers,St. Louis,Missouri,MLB,Baseball
813,2023-05-18,Toronto Blue Jays,New York Yankees,Toronto,Ontario,MLB,Baseball
814,2023-05-19,Los Angeles Angels,Minnesota Twins,Los Angeles,California,MLB,Baseball
815,2023-05-19,Atlanta Braves,Seattle Mariners,Atlanta,Georgia,MLB,Baseball
816,2023-05-19,Chicago White Sox,Kansas City Royals,Chicago,Illinois,MLB,Baseball
817,2023-05-19,Cincinnati Reds,New York Yankees,Cincinnati,Ohio,MLB,Baseball
818,2023-05-19,Houston Astros,Oakland Athletics,Houston,Texas,MLB,Baseball
819,2023-05-19,New York Mets,Cleveland Guardians,New York,New York,MLB,Baseball
820,2023-05-19,Philadelphia Phillies,Chicago Cubs,Philadelphia,Pennsylvania,MLB,Baseball
821,2023-05-19,Pittsburgh Pirates,Arizona Diamondbacks,Pittsburgh,Pennsylvania,MLB,Baseball
822,2023-05-19,San Diego Padres,Boston Red Sox,San Diego,California,MLB,Baseball
823,2023-05-19,San Francisco Giants,Miami Marlins,San Francisco,California,MLB,Baseball
824,2023-05-19,St. Louis Cardinals,Los Angeles Dodgers,St. Louis,Missouri,MLB,Baseball
825,2023-05-19,Tampa Bay Rays,Milwaukee Brewers,Tampa,Florida,MLB,Baseball
826,2023-05-19,Texas Rangers,Colorado Rockies,Arlington,Texas,MLB,Baseball
827,2023-05-19,Toronto Blue Jays,Baltimore Orioles,Toronto,Ontario,MLB,Baseball
828,2023-05-19,Washington Nationals,Detroit Tigers,Washington D.C.,Washington D.C.,MLB,Baseball
829,2023-05-20,Los Angeles Angels,Minnesota Twins,Los Angeles,California,MLB,Baseball
830,2023-05-20,Atlanta Braves,Seattle Mariners,Atlanta,Georgia,MLB,Baseball
831,2023-05-20,Chicago White Sox,Kansas City Royals,Chicago,Illinois,MLB,Baseball
832,2023-05-20,Cincinnati Reds,New York Yankees,Cincinnati,Ohio,MLB,Baseball
833,2023-05-20,Houston Astros,Oakland Athletics,Houston,Texas,MLB,Baseball
834,2023-05-20,Philadelphia Phillies,Chicago Cubs,Philadelphia,Pennsylvania,MLB,Baseball
835,2023-05-20,Pittsburgh Pirates,Arizona Diamondbacks,Pittsburgh,Pennsylvania,MLB,Baseball
836,2023-05-20,San Diego Padres,Boston Red Sox,San Diego,California,MLB,Baseball
837,2023-05-20,San Francisco Giants,Miami Marlins,San Francisco,California,MLB,Baseball
838,2023-05-20,St. Louis Cardinals,Los Angeles Dodgers,St. Louis,Missouri,MLB,Baseball
839,2023-05-20,Tampa Bay Rays,Milwaukee Brewers,Tampa,Florida,MLB,Baseball
840,2023-05-20,Texas Rangers,Colorado Rockies,Arlington,Texas,MLB,Baseball
841,2023-05-20,Toronto Blue Jays,Baltimore Orioles,Toronto,Ontario,MLB,Baseball
842,2023-05-20,Washington Nationals,Detroit Tigers,Washington D.C.,Washington D.C.,MLB,Baseball
843,2023-05-21,Los Angeles Angels,Minnesota Twins,Los Angeles,California,MLB,Baseball
844,2023-05-21,Atlanta Braves,Seattle Mariners,Atlanta,Georgia,MLB,Baseball
845,2023-05-21,Chicago White Sox,Kansas City Royals,Chicago,Illinois,MLB,Baseball
846,2023-05-21,Cincinnati Reds,New York Yankees,Cincinnati,Ohio,MLB,Baseball
847,2023-05-21,Houston Astros,Oakland Athletics,Houston,Texas,MLB,Baseball
848,2023-05-21,New York Mets,Cleveland Guardians,New York,New York,MLB,Baseball
849,2023-05-21,New York Mets,Cleveland Guardians,New York,New York,MLB,Baseball
850,2023-05-21,Philadelphia Phillies,Chicago Cubs,Philadelphia,Pennsylvania,MLB,Baseball
851,2023-05-21,Pittsburgh Pirates,Arizona Diamondbacks,Pittsburgh,Pennsylvania,MLB,Baseball
852,2023-05-21,San Diego Padres,Boston Red Sox,San Diego,California,MLB,Baseball
853,2023-05-21,San Francisco Giants,Miami Marlins,San Francisco,California,MLB,Baseball
854,2023-05-21,St. Louis Cardinals,Los Angeles Dodgers,St. Louis,Missouri,MLB,Baseball
855,2023-05-21,Tampa Bay Rays,Milwaukee Brewers,Tampa,Florida,MLB,Baseball
856,2023-05-21,Texas Rangers,Colorado Rockies,Arlington,Texas,MLB,Baseball
857,2023-05-21,Toronto Blue Jays,Baltimore Orioles,Toronto,Ontario,MLB,Baseball
858,2023-05-21,Washington Nationals,Detroit Tigers,Washington D.C.,Washington D.C.,MLB,Baseball
859,2023-05-22,Los Angeles Angels,Boston Red Sox,Los Angeles,California,MLB,Baseball
860,2023-05-22,Atlanta Braves,Los Angeles Dodgers,Atlanta,Georgia,MLB,Baseball
861,2023-05-22,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
862,2023-05-22,Cleveland Guardians,Chicago White Sox,Cleveland,Ohio,MLB,Baseball
863,2023-05-22,Colorado Rockies,Miami Marlins,Denver,Colorado,MLB,Baseball
864,2023-05-22,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
865,2023-05-22,Milwaukee Brewers,Houston Astros,Milwaukee,Wisconsin,MLB,Baseball
866,2023-05-22,Minnesota Twins,San Francisco Giants,Minneapolis,Minnesota,MLB,Baseball
867,2023-05-22,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia,Pennsylvania,MLB,Baseball
868,2023-05-22,Pittsburgh Pirates,Texas Rangers,Pittsburgh,Pennsylvania,MLB,Baseball
869,2023-05-22,Seattle Mariners,Oakland Athletics,Seattle,Washington,MLB,Baseball
870,2023-05-22,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
871,2023-05-23,Los Angeles Angels,Boston Red Sox,Los Angeles,California,MLB,Baseball
872,2023-05-23,Atlanta Braves,Los Angeles Dodgers,Atlanta,Georgia,MLB,Baseball
873,2023-05-23,Chicago Cubs,New York Mets,Chicago,Illinois,MLB,Baseball
874,2023-05-23,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
875,2023-05-23,Cleveland Guardians,Chicago White Sox,Cleveland,Ohio,MLB,Baseball
876,2023-05-23,Colorado Rockies,Miami Marlins,Denver,Colorado,MLB,Baseball
877,2023-05-23,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
878,2023-05-23,Milwaukee Brewers,Houston Astros,Milwaukee,Wisconsin,MLB,Baseball
879,2023-05-23,Minnesota Twins,San Francisco Giants,Minneapolis,Minnesota,MLB,Baseball
880,2023-05-23,New York Yankees,Baltimore Orioles,New York,New York,MLB,Baseball
881,2023-05-23,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia,Pennsylvania,MLB,Baseball
882,2023-05-23,Pittsburgh Pirates,Texas Rangers,Pittsburgh,Pennsylvania,MLB,Baseball
883,2023-05-23,Seattle Mariners,Oakland Athletics,Seattle,Washington,MLB,Baseball
884,2023-05-23,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
885,2023-05-23,Washington Nationals,San Diego Padres,Washington D.C.,Washington D.C.,MLB,Baseball
886,2023-05-24,Los Angeles Angels,Boston Red Sox,Los Angeles,California,MLB,Baseball
887,2023-05-24,Atlanta Braves,Los Angeles Dodgers,Atlanta,Georgia,MLB,Baseball
888,2023-05-24,Chicago Cubs,New York Mets,Chicago,Illinois,MLB,Baseball
889,2023-05-24,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
890,2023-05-24,Cleveland Guardians,Chicago White Sox,Cleveland,Ohio,MLB,Baseball
891,2023-05-24,Colorado Rockies,Miami Marlins,Denver,Colorado,MLB,Baseball
892,2023-05-24,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
893,2023-05-24,Milwaukee Brewers,Houston Astros,Milwaukee,Wisconsin,MLB,Baseball
894,2023-05-24,Minnesota Twins,San Francisco Giants,Minneapolis,Minnesota,MLB,Baseball
895,2023-05-24,New York Yankees,Baltimore Orioles,New York,New York,MLB,Baseball
896,2023-05-24,Philadelphia Phillies,Arizona Diamondbacks,Philadelphia,Pennsylvania,MLB,Baseball
897,2023-05-24,Pittsburgh Pirates,Texas Rangers,Pittsburgh,Pennsylvania,MLB,Baseball
898,2023-05-24,Seattle Mariners,Oakland Athletics,Seattle,Washington,MLB,Baseball
899,2023-05-24,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
900,2023-05-24,Washington Nationals,San Diego Padres,Washington D.C.,Washington D.C.,MLB,Baseball
901,2023-05-25,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
902,2023-05-25,Chicago Cubs,New York Mets,Chicago,Illinois,MLB,Baseball
903,2023-05-25,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
904,2023-05-25,Colorado Rockies,Miami Marlins,Denver,Colorado,MLB,Baseball
905,2023-05-25,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
906,2023-05-25,Milwaukee Brewers,San Francisco Giants,Milwaukee,Wisconsin,MLB,Baseball
907,2023-05-25,New York Yankees,Baltimore Orioles,New York,New York,MLB,Baseball
908,2023-05-25,Seattle Mariners,Oakland Athletics,Seattle,Washington,MLB,Baseball
909,2023-05-25,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
910,2023-05-25,Washington Nationals,San Diego Padres,Washington D.C.,Washington D.C.,MLB,Baseball
911,2023-05-26,Los Angeles Angels,Miami Marlins,Los Angeles,California,MLB,Baseball
912,2023-05-26,Arizona Diamondbacks,Boston Red Sox,Phoenix,Arizona,MLB,Baseball
913,2023-05-26,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
914,2023-05-26,Baltimore Orioles,Texas Rangers,Baltimore,Maryland,MLB,Baseball
915,2023-05-26,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
916,2023-05-26,Cleveland Guardians,St. Louis Cardinals,Cleveland,Ohio,MLB,Baseball
917,2023-05-26,Colorado Rockies,New York Mets,Denver,Colorado,MLB,Baseball
918,2023-05-26,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
919,2023-05-26,Kansas City Royals,Washington Nationals,Kansas City,Missouri,MLB,Baseball
920,2023-05-26,Milwaukee Brewers,San Francisco Giants,Milwaukee,Wisconsin,MLB,Baseball
921,2023-05-26,Minnesota Twins,Toronto Blue Jays,Minneapolis,Minnesota,MLB,Baseball
922,2023-05-26,New York Yankees,San Diego Padres,New York,New York,MLB,Baseball
923,2023-05-26,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
924,2023-05-26,Seattle Mariners,Pittsburgh Pirates,Seattle,Washington,MLB,Baseball
925,2023-05-26,Tampa Bay Rays,Los Angeles Dodgers,Tampa,Florida,MLB,Baseball
926,2023-05-27,Los Angeles Angels,Miami Marlins,Los Angeles,California,MLB,Baseball
927,2023-05-27,Arizona Diamondbacks,Boston Red Sox,Phoenix,Arizona,MLB,Baseball
928,2023-05-27,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
929,2023-05-27,Baltimore Orioles,Texas Rangers,Baltimore,Maryland,MLB,Baseball
930,2023-05-27,Chicago Cubs,Cincinnati Reds,Chicago,Illinois,MLB,Baseball
931,2023-05-27,Cleveland Guardians,St. Louis Cardinals,Cleveland,Ohio,MLB,Baseball
