id,game_date,home_team,road_team,city,state,league,sport
2199,2023-09-03,Kansas City Royals,Boston Red Sox,Kansas City,Missouri,MLB,Baseball
2200,2023-09-03,St. Louis Cardinals,Pittsburgh Pirates,St. Louis,Missouri,MLB,Baseball
2201,2023-09-03,Texas Rangers,Minnesota Twins,Arlington,Texas,MLB,Baseball
2202,2023-09-03,Colorado Rockies,Toronto Blue Jays,Denver,Colorado,MLB,Baseball
2203,2023-09-03,Oakland Athletics,Los Angeles Angels,Oakland,California,MLB,Baseball
2204,2023-09-03,Arizona Diamondbacks,Baltimore Orioles,Phoenix,Arizona,MLB,Baseball
2205,2023-09-03,Cleveland Guardians,Tampa Bay Rays,Cleveland,Ohio,MLB,Baseball
2206,2023-09-03,Los Angeles Dodgers,Atlanta Braves,Los Angeles,California,MLB,Baseball
2207,2023-09-03,San Diego Padres,San Francisco Giants,San Diego,California,MLB,Baseball
2208,2023-09-03,Houston Astros,New York Yankees,Houston,Texas,MLB,Baseball
2209,2023-09-04,Kansas City Royals,Chicago White Sox,Kansas City,Missouri,MLB,Baseball
2210,2023-09-04,Chicago Cubs,San Francisco Giants,Chicago,Illinois,MLB,Baseball
2211,2023-09-04,Texas Rangers,Houston Astros,Arlington,Texas,MLB,Baseball
2212,2023-09-04,Oakland Athletics,Toronto Blue Jays,Oakland,California,MLB,Baseball
2213,2023-09-04,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
2214,2023-09-04,Cincinnati Reds,Seattle Mariners,Cincinnati,Ohio,MLB,Baseball
2215,2023-09-04,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
2216,2023-09-04,Cleveland Guardians,Minnesota Twins,Cleveland,Ohio,MLB,Baseball
2217,2023-09-04,Pittsburgh Pirates,Milwaukee Brewers,Pittsburgh,Pennsylvania,MLB,Baseball
2218,2023-09-04,San Diego Padres,Philadelphia Phillies,San Diego,California,MLB,Baseball
2219,2023-09-04,Los Angeles Angels,Baltimore Orioles,Los Angeles,California,MLB,Baseball
2220,2023-09-05,Cleveland Guardians,Minnesota Twins,Cleveland,Ohio,MLB,Baseball
2221,2023-09-05,Pittsburgh Pirates,Milwaukee Brewers,Pittsburgh,Pennsylvania,MLB,Baseball
2222,2023-09-05,Cincinnati Reds,Seattle Mariners,Cincinnati,Ohio,MLB,Baseball
2223,2023-09-05,Miami Marlins,Los Angeles Dodgers,Miami,Florida,MLB,Baseball
2224,2023-09-05,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
2225,2023-09-05,New York Yankees,Detroit Tigers,New York,New York,MLB,Baseball
2226,2023-09-05,Washington Nationals,New York Mets,Washington D.C.,Washington D.C.,MLB,Baseball
2227,2023-09-05,Atlanta Braves,St. Louis Cardinals,Atlanta,Georgia,MLB,Baseball
2228,2023-09-05,Chicago Cubs,San Francisco Giants,Chicago,Illinois,MLB,Baseball
2229,2023-09-05,Kansas City Royals,Chicago White Sox,Kansas City,Missouri,MLB,Baseball
2230,2023-09-05,Texas Rangers,Houston Astros,Arlington,Texas,MLB,Baseball
2231,2023-09-05,Los Angeles Angels,Baltimore Orioles,Los Angeles,California,MLB,Baseball
2232,2023-09-05,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
2233,2023-09-05,Oakland Athletics,Toronto Blue Jays,Oakland,California,MLB,Baseball
2234,2023-09-05,San Diego Padres,Philadelphia Phillies,San Diego,California,MLB,Baseball
2235,2023-09-06,Pittsburgh Pirates,Milwaukee Brewers,Pittsburgh,Pennsylvania,MLB,Baseball
2236,2023-09-06,Cleveland Guardians,Minnesota Twins,Cleveland,Ohio,MLB,Baseball
2237,2023-09-06,Chicago Cubs,San Francisco Giants,Chicago,Illinois,MLB,Baseball
2238,2023-09-06,Oakland Athletics,Toronto Blue Jays,Oakland,California,MLB,Baseball
2239,2023-09-06,Arizona Diamondbacks,Colorado Rockies,Phoenix,Arizona,MLB,Baseball
2240,2023-09-06,San Diego Padres,Philadelphia Phillies,San Diego,California,MLB,Baseball
2241,2023-09-06,Cincinnati Reds,Seattle Mariners,Cincinnati,Ohio,MLB,Baseball
2242,2023-09-06,Miami Marlins,Los Angeles Dodgers,Miami,Florida,MLB,Baseball
2243,2023-09-06,Tampa Bay Rays,Boston Red Sox,Tampa,Florida,MLB,Baseball
2244,2023-09-06,New York Yankees,Detroit Tigers,New York,New York,MLB,Baseball
2245,2023-09-06,Washington Nationals,New York Mets,Washington D.C.,Washington D.C.,MLB,Baseball
2246,2023-09-06,Atlanta Braves,St. Louis Cardinals,Atlanta,Georgia,MLB,Baseball
2247,2023-09-06,Kansas City Royals,Chicago White Sox,Kansas City,Missouri,MLB,Baseball
2248,2023-09-06,Texas Rangers,Houston Astros,Arlington,Texas,MLB,Baseball
2249,2023-09-06,Los Angeles Angels,Baltimore Orioles,Los Angeles,California,MLB,Baseball
2250,2023-09-07,Miami Marlins,Los Angeles Dodgers,Miami,Florida,MLB,Baseball
2251,2023-09-07,Tampa Bay Rays,Seattle Mariners,Tampa,Florida,MLB,Baseball
2252,2023-09-07,New York Yankees,Detroit Tigers,New York,New York,MLB,Baseball
2253,2023-09-07,Atlanta Braves,St. Louis Cardinals,Atlanta,Georgia,MLB,Baseball
2254,2023-09-07,Chicago Cubs,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
2255,2023-09-07,Los Angeles Angels,Cleveland Guardians,Los Angeles,California,MLB,Baseball
2256,2023-09-08,Chicago Cubs,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
2257,2023-09-08,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
2258,2023-09-08,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
2259,2023-09-08,Tampa Bay Rays,Seattle Mariners,Tampa,Florida,MLB,Baseball
2260,2023-09-08,New York Yankees,Milwaukee Brewers,New York,New York,MLB,Baseball
2261,2023-09-08,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
2262,2023-09-08,Washington Nationals,Los Angeles Dodgers,Washington D.C.,Washington D.C.,MLB,Baseball
2263,2023-09-08,Toronto Blue Jays,Kansas City Royals,Toronto,Ontario,MLB,Baseball
2264,2023-09-08,Boston Red Sox,Baltimore Orioles,Boston,Massachusetts,MLB,Baseball
2265,2023-09-08,Atlanta Braves,Pittsburgh Pirates,Atlanta,Georgia,MLB,Baseball
2266,2023-09-08,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
2267,2023-09-08,Houston Astros,San Diego Padres,Houston,Texas,MLB,Baseball
2268,2023-09-08,Minnesota Twins,New York Mets,Minneapolis,Minnesota,MLB,Baseball
2269,2023-09-08,Los Angeles Angels,Cleveland Guardians,Los Angeles,California,MLB,Baseball
2270,2023-09-08,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
2271,2023-09-09,New York Yankees,Milwaukee Brewers,New York,New York,MLB,Baseball
2272,2023-09-09,Minnesota Twins,New York Mets,Minneapolis,Minnesota,MLB,Baseball
2273,2023-09-09,Chicago Cubs,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
2274,2023-09-09,Toronto Blue Jays,Kansas City Royals,Toronto,Ontario,MLB,Baseball
2275,2023-09-09,Tampa Bay Rays,Seattle Mariners,Tampa,Florida,MLB,Baseball
2276,2023-09-09,Washington Nationals,Los Angeles Dodgers,Washington D.C.,Washington D.C.,MLB,Baseball
2277,2023-09-09,Boston Red Sox,Baltimore Orioles,Boston,Massachusetts,MLB,Baseball
2278,2023-09-09,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
2279,2023-09-09,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
2280,2023-09-09,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
2281,2023-09-09,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
2282,2023-09-09,Houston Astros,San Diego Padres,Houston,Texas,MLB,Baseball
2283,2023-09-09,Atlanta Braves,Pittsburgh Pirates,Atlanta,Georgia,MLB,Baseball
2284,2023-09-09,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
2285,2023-09-09,Los Angeles Angels,Cleveland Guardians,Los Angeles,California,MLB,Baseball
2286,2023-09-10,Philadelphia Phillies,Miami Marlins,Philadelphia,Pennsylvania,MLB,Baseball
2287,2023-09-10,Detroit Tigers,Chicago White Sox,Detroit,Michigan,MLB,Baseball
2288,2023-09-10,Tampa Bay Rays,Seattle Mariners,Tampa,Florida,MLB,Baseball
2289,2023-09-10,Atlanta Braves,Pittsburgh Pirates,Atlanta,Georgia,MLB,Baseball
2290,2023-09-10,Boston Red Sox,Baltimore Orioles,Boston,Massachusetts,MLB,Baseball
2291,2023-09-10,New York Yankees,Milwaukee Brewers,New York,New York,MLB,Baseball
2292,2023-09-10,Washington Nationals,Los Angeles Dodgers,Washington D.C.,Washington D.C.,MLB,Baseball
2293,2023-09-10,Toronto Blue Jays,Kansas City Royals,Toronto,Ontario,MLB,Baseball
2294,2023-09-10,Cincinnati Reds,St. Louis Cardinals,Cincinnati,Ohio,MLB,Baseball
2295,2023-09-10,Houston Astros,San Diego Padres,Houston,Texas,MLB,Baseball
2296,2023-09-10,Minnesota Twins,New York Mets,Minneapolis,Minnesota,MLB,Baseball
2297,2023-09-10,Chicago Cubs,Arizona Diamondbacks,Chicago,Illinois,MLB,Baseball
2298,2023-09-10,Texas Rangers,Oakland Athletics,Arlington,Texas,MLB,Baseball
2299,2023-09-10,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
2300,2023-09-10,Los Angeles Angels,Cleveland Guardians,Los Angeles,California,MLB,Baseball
2301,2023-09-11,Philadelphia Phillies,Atlanta Braves,Philadelphia,Pennsylvania,MLB,Baseball
2302,2023-09-11,Baltimore Orioles,St. Louis Cardinals,Baltimore,Maryland,MLB,Baseball
2303,2023-09-11,Pittsburgh Pirates,Washington Nationals,Pittsburgh,Pennsylvania,MLB,Baseball
2304,2023-09-11,Philadelphia Phillies,Atlanta Braves,Philadelphia,Pennsylvania,MLB,Baseball
2305,2023-09-11,Toronto Blue Jays,Texas Rangers,Toronto,Ontario,MLB,Baseball
2306,2023-09-11,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
2307,2023-09-11,New York Mets,Arizona Diamondbacks,New York,New York,MLB,Baseball
2308,2023-09-11,Chicago White Sox,Kansas City Royals,Chicago,Illinois,MLB,Baseball
2309,2023-09-11,Milwaukee Brewers,Miami Marlins,Milwaukee,Wisconsin,MLB,Baseball
2310,2023-09-11,Minnesota Twins,Tampa Bay Rays,Minneapolis,Minnesota,MLB,Baseball
2311,2023-09-11,Houston Astros,Oakland Athletics,Houston,Texas,MLB,Baseball
2312,2023-09-11,Colorado Rockies,Chicago Cubs,Denver,Colorado,MLB,Baseball
2313,2023-09-11,Seattle Mariners,Los Angeles Angels,Seattle,Washington,MLB,Baseball
2314,2023-09-11,San Francisco Giants,Cleveland Guardians,San Francisco,California,MLB,Baseball
2315,2023-09-11,Los Angeles Dodgers,San Diego Padres,Los Angeles,California,MLB,Baseball
2316,2023-09-12,Baltimore Orioles,St. Louis Cardinals,Baltimore,Maryland,MLB,Baseball
2317,2023-09-12,Pittsburgh Pirates,Washington Nationals,Pittsburgh,Pennsylvania,MLB,Baseball
2318,2023-09-12,Detroit Tigers,Cincinnati Reds,Detroit,Michigan,MLB,Baseball
2319,2023-09-12,Philadelphia Phillies,Atlanta Braves,Philadelphia,Pennsylvania,MLB,Baseball
2320,2023-09-12,Toronto Blue Jays,Texas Rangers,Toronto,Ontario,MLB,Baseball
2321,2023-09-12,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
2322,2023-09-12,New York Mets,Arizona Diamondbacks,New York,New York,MLB,Baseball
2323,2023-09-12,Chicago White Sox,Kansas City Royals,Chicago,Illinois,MLB,Baseball
2324,2023-09-12,Milwaukee Brewers,Miami Marlins,Milwaukee,Wisconsin,MLB,Baseball
2325,2023-09-12,Minnesota Twins,Tampa Bay Rays,Minneapolis,Minnesota,MLB,Baseball
2326,2023-09-12,Houston Astros,Oakland Athletics,Houston,Texas,MLB,Baseball
2327,2023-09-12,Colorado Rockies,Chicago Cubs,Denver,Colorado,MLB,Baseball
2328,2023-09-12,Seattle Mariners,Los Angeles Angels,Seattle,Washington,MLB,Baseball
2329,2023-09-12,San Francisco Giants,Cleveland Guardians,San Francisco,California,MLB,Baseball
2330,2023-09-12,Los Angeles Dodgers,San Diego Padres,Los Angeles,California,MLB,Baseball
2331,2023-09-13,Minnesota Twins,Tampa Bay Rays,Minneapolis,Minnesota,MLB,Baseball
2332,2023-09-13,Colorado Rockies,Chicago Cubs,Denver,Colorado,MLB,Baseball
2333,2023-09-13,San Francisco Giants,Cleveland Guardians,San Francisco,California,MLB,Baseball
2334,2023-09-13,Seattle Mariners,Los Angeles Angels,Seattle,Washington,MLB,Baseball
2335,2023-09-13,Baltimore Orioles,St. Louis Cardinals,Baltimore,Maryland,MLB,Baseball
2336,2023-09-13,Pittsburgh Pirates,Washington Nationals,Pittsburgh,Pennsylvania,MLB,Baseball
2337,2023-09-13,Detroit Tigers,Cincinnati Reds,Detroit,Michigan,MLB,Baseball
2338,2023-09-13,Philadelphia Phillies,Atlanta Braves,Philadelphia,Pennsylvania,MLB,Baseball
2339,2023-09-13,Toronto Blue Jays,Texas Rangers,Toronto,Ontario,MLB,Baseball
2340,2023-09-13,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
2341,2023-09-13,Houston Astros,Oakland Athletics,Houston,Texas,MLB,Baseball
2342,2023-09-13,New York Mets,Arizona Diamondbacks,New York,New York,MLB,Baseball
2343,2023-09-13,Chicago White Sox,Kansas City Royals,Chicago,Illinois,MLB,Baseball
2344,2023-09-13,Milwaukee Brewers,Miami Marlins,Milwaukee,Wisconsin,MLB,Baseball
2345,2023-09-13,Los Angeles Dodgers,San Diego Padres,Los Angeles,California,MLB,Baseball
2346,2023-09-14,Pittsburgh Pirates,Washington Nationals,Pittsburgh,Pennsylvania,MLB,Baseball
2347,2023-09-14,Detroit Tigers,Cincinnati Reds,Detroit,Michigan,MLB,Baseball
2348,2023-09-14,Milwaukee Brewers,Miami Marlins,Milwaukee,Wisconsin,MLB,Baseball
2349,2023-09-14,New York Mets,Arizona Diamondbacks,New York,New York,MLB,Baseball
2350,2023-09-14,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
2351,2023-09-14,Toronto Blue Jays,Texas Rangers,Toronto,Ontario,MLB,Baseball
2352,2023-09-14,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
2353,2023-09-14,Boston Red Sox,New York Yankees,Boston,Massachusetts,MLB,Baseball
2354,2023-09-14,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
2355,2023-09-15,Pittsburgh Pirates,New York Yankees,Pittsburgh,Pennsylvania,MLB,Baseball
2356,2023-09-15,Miami Marlins,Atlanta Braves,Miami,Florida,MLB,Baseball
2357,2023-09-15,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
2358,2023-09-15,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
2359,2023-09-15,Cleveland Guardians,Texas Rangers,Cleveland,Ohio,MLB,Baseball
2360,2023-09-15,New York Mets,Cincinnati Reds,New York,New York,MLB,Baseball
2361,2023-09-15,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
2362,2023-09-15,Kansas City Royals,Houston Astros,Kansas City,Missouri,MLB,Baseball
2363,2023-09-15,Milwaukee Brewers,Washington Nationals,Milwaukee,Wisconsin,MLB,Baseball
2364,2023-09-15,St. Louis Cardinals,Philadelphia Phillies,St. Louis,Missouri,MLB,Baseball
2365,2023-09-15,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
2366,2023-09-15,Los Angeles Angels,Detroit Tigers,Los Angeles,California,MLB,Baseball
2367,2023-09-15,Arizona Diamondbacks,Chicago Cubs,Phoenix,Arizona,MLB,Baseball
2368,2023-09-15,Oakland Athletics,San Diego Padres,Oakland,California,MLB,Baseball
2369,2023-09-15,Seattle Mariners,Los Angeles Dodgers,Seattle,Washington,MLB,Baseball
2370,2023-09-16,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
2371,2023-09-16,Oakland Athletics,San Diego Padres,Oakland,California,MLB,Baseball
2372,2023-09-16,Miami Marlins,Atlanta Braves,Miami,Florida,MLB,Baseball
2373,2023-09-16,Cleveland Guardians,Texas Rangers,Cleveland,Ohio,MLB,Baseball
2374,2023-09-16,Pittsburgh Pirates,New York Yankees,Pittsburgh,Pennsylvania,MLB,Baseball
2375,2023-09-16,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
2376,2023-09-16,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
2377,2023-09-16,Kansas City Royals,Houston Astros,Kansas City,Missouri,MLB,Baseball
2378,2023-09-16,Milwaukee Brewers,Washington Nationals,Milwaukee,Wisconsin,MLB,Baseball
2379,2023-09-16,New York Mets,Cincinnati Reds,New York,New York,MLB,Baseball
2380,2023-09-16,St. Louis Cardinals,Philadelphia Phillies,St. Louis,Missouri,MLB,Baseball
2381,2023-09-16,Arizona Diamondbacks,Chicago Cubs,Phoenix,Arizona,MLB,Baseball
2382,2023-09-16,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
2383,2023-09-16,Los Angeles Angels,Detroit Tigers,Los Angeles,California,MLB,Baseball
2384,2023-09-16,Seattle Mariners,Los Angeles Dodgers,Seattle,Washington,MLB,Baseball
2385,2023-09-17,Baltimore Orioles,Tampa Bay Rays,Baltimore,Maryland,MLB,Baseball
2386,2023-09-17,Pittsburgh Pirates,New York Yankees,Pittsburgh,Pennsylvania,MLB,Baseball
2387,2023-09-17,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
2388,2023-09-17,Cleveland Guardians,Texas Rangers,Cleveland,Ohio,MLB,Baseball
2389,2023-09-17,Miami Marlins,Atlanta Braves,Miami,Florida,MLB,Baseball
2390,2023-09-17,New York Mets,Cincinnati Reds,New York,New York,MLB,Baseball
2391,2023-09-17,Chicago White Sox,Minnesota Twins,Chicago,Illinois,MLB,Baseball
2392,2023-09-17,Kansas City Royals,Houston Astros,Kansas City,Missouri,MLB,Baseball
2393,2023-09-17,Milwaukee Brewers,Washington Nationals,Milwaukee,Wisconsin,MLB,Baseball
2394,2023-09-17,St. Louis Cardinals,Philadelphia Phillies,St. Louis,Missouri,MLB,Baseball
2395,2023-09-17,Colorado Rockies,San Francisco Giants,Denver,Colorado,MLB,Baseball
2396,2023-09-17,Los Angeles Angels,Detroit Tigers,Los Angeles,California,MLB,Baseball
2397,2023-09-17,Oakland Athletics,San Diego Padres,Oakland,California,MLB,Baseball
2398,2023-09-17,Arizona Diamondbacks,Chicago Cubs,Phoenix,Arizona,MLB,Baseball
2399,2023-09-17,Seattle Mariners,Los Angeles Dodgers,Seattle,Washington,MLB,Baseball
2400,2023-09-18,Kansas City Royals,Cleveland Guardians,Kansas City,Missouri,MLB,Baseball
2401,2023-09-18,Cincinnati Reds,Minnesota Twins,Cincinnati,Ohio,MLB,Baseball
2402,2023-09-18,Miami Marlins,New York Mets,Miami,Florida,MLB,Baseball
2403,2023-09-18,Washington Nationals,Chicago White Sox,Washington D.C.,Washington D.C.,MLB,Baseball
2404,2023-09-18,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
2405,2023-09-18,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
2406,2023-09-18,Texas Rangers,Boston Red Sox,Arlington,Texas,MLB,Baseball
2407,2023-09-18,Houston Astros,Baltimore Orioles,Houston,Texas,MLB,Baseball
2408,2023-09-18,Oakland Athletics,Seattle Mariners,Oakland,California,MLB,Baseball
2409,2023-09-18,San Diego Padres,Colorado Rockies,San Diego,California,MLB,Baseball
2410,2023-09-18,Los Angeles Dodgers,Detroit Tigers,Los Angeles,California,MLB,Baseball
2411,2023-09-19,Cincinnati Reds,Minnesota Twins,Cincinnati,Ohio,MLB,Baseball
2412,2023-09-19,Miami Marlins,New York Mets,Miami,Florida,MLB,Baseball
2413,2023-09-19,Tampa Bay Rays,Los Angeles Angels,Tampa,Florida,MLB,Baseball
2414,2023-09-19,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
2415,2023-09-19,Washington Nationals,Chicago White Sox,Washington D.C.,Washington D.C.,MLB,Baseball
2416,2023-09-19,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
2417,2023-09-19,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
2418,2023-09-19,Kansas City Royals,Cleveland Guardians,Kansas City,Missouri,MLB,Baseball
2419,2023-09-19,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
2420,2023-09-19,Texas Rangers,Boston Red Sox,Arlington,Texas,MLB,Baseball
2421,2023-09-19,Houston Astros,Baltimore Orioles,Houston,Texas,MLB,Baseball
2422,2023-09-19,Arizona Diamondbacks,San Francisco Giants,Phoenix,Arizona,MLB,Baseball
2423,2023-09-19,Oakland Athletics,Seattle Mariners,Oakland,California,MLB,Baseball
2424,2023-09-19,San Diego Padres,Colorado Rockies,San Diego,California,MLB,Baseball
2425,2023-09-19,Los Angeles Dodgers,Detroit Tigers,Los Angeles,California,MLB,Baseball
2426,2023-09-20,Atlanta Braves,Philadelphia Phillies,Atlanta,Georgia,MLB,Baseball
2427,2023-09-20,Cincinnati Reds,Minnesota Twins,Cincinnati,Ohio,MLB,Baseball
2428,2023-09-20,Washington Nationals,Chicago White Sox,Washington D.C.,Washington D.C.,MLB,Baseball
2429,2023-09-20,Texas Rangers,Boston Red Sox,Arlington,Texas,MLB,Baseball
2430,2023-09-20,Houston Astros,Baltimore Orioles,Houston,Texas,MLB,Baseball
2431,2023-09-20,Kansas City Royals,Cleveland Guardians,Kansas City,Missouri,MLB,Baseball
2432,2023-09-20,Oakland Athletics,Seattle Mariners,Oakland,California,MLB,Baseball
2433,2023-09-20,Arizona Diamondbacks,San Francisco Giants,Phoenix,Arizona,MLB,Baseball
2434,2023-09-20,San Diego Padres,Colorado Rockies,San Diego,California,MLB,Baseball
2435,2023-09-20,Miami Marlins,New York Mets,Miami,Florida,MLB,Baseball
2436,2023-09-20,Tampa Bay Rays,Los Angeles Angels,Tampa,Florida,MLB,Baseball
2437,2023-09-20,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
2438,2023-09-20,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
2439,2023-09-20,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
2440,2023-09-20,Los Angeles Dodgers,Detroit Tigers,Los Angeles,California,MLB,Baseball
2441,2023-09-21,Tampa Bay Rays,Los Angeles Angels,Tampa,Florida,MLB,Baseball
2442,2023-09-21,St. Louis Cardinals,Milwaukee Brewers,St. Louis,Missouri,MLB,Baseball
2443,2023-09-21,New York Yankees,Toronto Blue Jays,New York,New York,MLB,Baseball
2444,2023-09-21,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
2445,2023-09-21,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
2446,2023-09-21,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
2447,2023-09-21,Chicago Cubs,Pittsburgh Pirates,Chicago,Illinois,MLB,Baseball
2448,2023-09-21,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
2449,2023-09-21,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
2450,2023-09-22,Chicago Cubs,Colorado Rockies,Chicago,Illinois,MLB,Baseball
2451,2023-09-22,Cincinnati Reds,Pittsburgh Pirates,Cincinnati,Ohio,MLB,Baseball
2452,2023-09-22,Miami Marlins,Milwaukee Brewers,Miami,Florida,MLB,Baseball
2453,2023-09-22,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
2454,2023-09-22,New York Yankees,Arizona Diamondbacks,New York,New York,MLB,Baseball
2455,2023-09-22,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
2456,2023-09-22,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
2457,2023-09-22,Boston Red Sox,Chicago White Sox,Boston,Massachusetts,MLB,Baseball
2458,2023-09-22,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
2459,2023-09-22,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
2460,2023-09-22,Houston Astros,Kansas City Royals,Houston,Texas,MLB,Baseball
2461,2023-09-22,Minnesota Twins,Los Angeles Angels,Minneapolis,Minnesota,MLB,Baseball
2462,2023-09-22,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
2463,2023-09-22,San Diego Padres,St. Louis Cardinals,San Diego,California,MLB,Baseball
2464,2023-09-22,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
2465,2023-09-23,New York Yankees,Arizona Diamondbacks,New York,New York,MLB,Baseball
2466,2023-09-23,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
2467,2023-09-23,Minnesota Twins,Los Angeles Angels,Minneapolis,Minnesota,MLB,Baseball
2468,2023-09-23,Chicago Cubs,Colorado Rockies,Chicago,Illinois,MLB,Baseball
2469,2023-09-23,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
2470,2023-09-23,Oakland Athletics,Detroit Tigers,Oakland,California,MLB,Baseball
2471,2023-09-23,Boston Red Sox,Chicago White Sox,Boston,Massachusetts,MLB,Baseball
2472,2023-09-23,Miami Marlins,Milwaukee Brewers,Miami,Florida,MLB,Baseball
2473,2023-09-23,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
2474,2023-09-23,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
2475,2023-09-23,Cincinnati Reds,Pittsburgh Pirates,Cincinnati,Ohio,MLB,Baseball
2476,2023-09-23,Texas Rangers,Seattle Mariners,Arlington,Texas,MLB,Baseball
2477,2023-09-23,Houston Astros,Kansas City Royals,Houston,Texas,MLB,Baseball
2478,2023-09-23,San Diego Padres,St. Louis Cardinals,San Diego,California,MLB,Baseball
2479,2023-09-23,Los Angeles Dodgers,San Francisco Giants,Los Angeles,California,MLB,Baseball
2480,2023-09-24,Philadelphia Phillies,New York Mets,Philadelphia,Pennsylvania,MLB,Baseball
2481,2023-09-24,Tampa Bay Rays,Toronto Blue Jays,Tampa,Florida,MLB,Baseball
2482,2023-09-24,Boston Red Sox,Chicago White Sox,Boston,Massachusetts,MLB,Baseball
2483,2023-09-24,New York Yankees,Arizona Diamondbacks,New York,New York,MLB,Baseball
2484,2023-09-24,Washington Nationals,Atlanta Braves,Washington D.C.,Washington D.C.,MLB,Baseball
2485,2023-09-24,Cincinnati Reds,Pittsburgh Pirates,Cincinnati,Ohio,MLB,Baseball
2486,2023-09-24,Cleveland Guardians,Baltimore Orioles,Cleveland,Ohio,MLB,Baseball
2487,2023-09-24,Miami Marlins,Milwaukee Brewers,Miami,Florida,MLB,Baseball
2488,2023-09-24,Houston Astros,Kansas City Royals,Houston,Texas,MLB,Baseball
